round_id,episode_id,episode_number,title,published_at,public_figure,participants,winners,is_tie,playable,confidence,spotify_url,audio_url
ko-539,539,1,"#1: Justiçamento, abraço de gambá e túnel do tempo",2018-05-17T16:16:00-03:00,Ciro Gomes,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.95,https://open.spotify.com/episode/2UF8CiHHbJJPaVD4Mb3ZSl,https://traffic.megaphone.fm/NPP3599174774.mp3?updated=1713197583
ko-538,538,2,"#2: As chances de Ciro, o desmanche da Venezuela e uma encrenca chamada Bolsonaro",2018-05-24T17:00:00-03:00,Henrique Meirelles,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.95,https://open.spotify.com/episode/7qacJFWrlf91U5RvlO9MHt,https://traffic.megaphone.fm/NPP9530191318.mp3?updated=1713202597
ko-537,537,3,"#3: Desabastecimento moral, ressaca política e o atoleiro de Alckmin",2018-05-31T16:07:00-03:00,Marina Silva,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.96,https://open.spotify.com/episode/3Nge90y6w8iYKUXk3t1XQ9,https://traffic.megaphone.fm/NPP9620993510.mp3?updated=1713225096
ko-536,536,4,"#4: Um elefante na eleição, o recado do Tocantins e a dança dos números",2018-06-07T16:22:00-03:00,Dilva Rouseff,Fernando de Barros e Silva; José Roberto de Toledo; Júlia Dualib,,false,false,0.0,https://open.spotify.com/episode/6YDV7NjmuGcdOxIDM2gh0U,https://traffic.megaphone.fm/NPP6793074903.mp3?updated=1713227814
ko-535,535,5,"#5: Epidemia de homicídios, o fracasso da vacina e a Copa da fisiologia",2018-06-14T16:45:00-03:00,Márcio França,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.94,https://open.spotify.com/episode/0jwDgpBHs40SoRfoXVxiRg,https://traffic.megaphone.fm/NPP9150931371.mp3?updated=1713282553
ko-534,534,6,"#6: O aborto na eleição, os paradoxos de Marina e a absolvição de Gleisi",2018-06-21T17:24:00-03:00,Sérgio Côrtes,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/2ejJ288nxckkCqpKnta3mc,https://traffic.megaphone.fm/NPP6087315694.mp3?updated=1713282502
ko-533,533,7,"#7: Racha no Supremo, o namoro de Bolsonaro e o junho sem fim",2018-06-28T16:49:00-03:00,Michel Temer,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.95,https://open.spotify.com/episode/0lRDPZFp3zzpU9hhA8KvcM,https://traffic.megaphone.fm/NPP4920369556.mp3?updated=1713282480
ko-532,532,8,"#8: Revolução mexicana, as últimas pesquisas no Brasil e Dilma x Aécio, o retorno",2018-07-05T16:50:00-03:00,José Luiz Datena,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/1N8cClrXpKI4fiSfHG85ta,https://traffic.megaphone.fm/NPP6630413869.mp3?updated=1713282379
ko-531,531,9,"#9: Comédia judicial, ponto para o PT e a bênção de Crivella",2018-07-12T17:04:00-03:00,Flávio Rocha,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.95,https://open.spotify.com/episode/5r8XNTuCkyLwwRrCsWEcKy,https://traffic.megaphone.fm/NPP3712105987.mp3?updated=1713282244
ko-530,530,10,"#10: O nome da noiva, a renovação que não virá e o custo-Temer",2018-07-19T18:49:00-03:00,Janaína Paschoal,Fernando de Barros e Silva; José Roberto de Toledo; Ana Carolina Evangelista,,false,false,0.95,https://open.spotify.com/episode/1ZYmlawhsMlEbuzke7uliJ,https://traffic.megaphone.fm/NPP9892233581.mp3?updated=1713281925
ko-529,529,11,"#11: O futuro de Bolsonaro, o xadrez de Alckmin e a armadilha da esquerda",2018-07-26T16:53:00-03:00,Cabo Daciolo,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.93,,https://traffic.megaphone.fm/NPP9942302632.mp3?updated=1713281494
ko-528,528,12,"#12: O quebra-cabeça dos estados, o PT volta às origens, e o teste televisivo de Bolsonaro",2018-08-02T16:45:00-03:00,Eduardo Paes,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.95,,https://traffic.megaphone.fm/NPP4947031262.mp3?updated=1713281383
ko-527,527,13,"#13: As vices mulheres, o embate Alckmin x Bolsonaro, e o xeque-mate de Lula",2018-08-09T16:50:00-03:00,Magno Malta,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.99,,https://traffic.megaphone.fm/NPP3033127875.mp3?updated=1713281140
ko-526,526,14,"#14: O ventríloquo de Haddad, a sucessão no Rio e o primeiro-ministro de Bolsonaro",2018-08-16T18:30:00-03:00,Ciro Gomes,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.95,,https://traffic.megaphone.fm/NPP5127102414.mp3?updated=1713228066
ko-525,525,15,"#15: Lula x Bolsonaro, Marina e as mulheres, e os conflitos em Roraima",2018-08-23T16:30:00-03:00,Walderice Santos da Conceição (Wal do Açaí),Malu Gaspar; José Roberto de Toledo; Carol Pires,,false,false,0.88,,https://traffic.megaphone.fm/NPP2687184668.mp3?updated=1713227940
ko-524,524,16,"#16: A eleição no horário nobre, o mensalinho do Twitter e a última chance de Alckmin",2018-08-30T16:40:00-03:00,Aécio Neves,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.83,,https://traffic.megaphone.fm/NPP8698758947.mp3?updated=1713227880
ko-523,523,17,#17: O atentado contra Bolsonaro e o incêndio no Museu Nacional,2018-09-07T02:14:00-03:00,,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.0,,https://traffic.megaphone.fm/NPP6088990752.mp3?updated=1713227626
ko-522,522,18,"#18: Haddad larga, Bolsonaro cresce e os milionários doam (a si próprios)",2018-09-13T16:50:00-03:00,José Dirceu,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,true,true,0.97,,https://traffic.megaphone.fm/NPP3826740082.mp3?updated=1713227567
ko-521,521,19,"#19: O fim da terceira via, o fim do segundo turno e o fim do PSDB?",2018-09-20T16:50:00-03:00,Kim Kataguiri,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.95,,https://traffic.megaphone.fm/NPP3500258686.mp3?updated=1713227467
ko-520,520,20,"#20: O segundo turno já começou, ameaças à democracia e a dura vida dos governadores",2018-09-27T16:50:00-03:00,Valdir Maranhão,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.96,,https://traffic.megaphone.fm/NPP4223320508.mp3?updated=1713226378
ko-519,519,21,"#21: Moro volta à cena, o efeito bumerangue do #EleNão e o segundo turno antecipado",2018-10-04T16:50:00-03:00,Jaques Wagner,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.98,,https://traffic.megaphone.fm/NPP6132409352.mp3?updated=1713226253
ko-507,507,22,"#22: O arrastão da direita, a derrota da mídia tradicional e o favoritismo de Bolsonaro",2018-10-11T16:59:00-03:00,Marta Suplicy,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,,https://traffic.megaphone.fm/NPP7338669657.mp3?updated=1713219211
ko-506,506,23,"#23: A eleição nos estados, o drama de Haddad e o que esperar de um governo Bolsonaro",2018-10-18T16:50:00-03:00,Luciano Hang,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.93,,https://traffic.megaphone.fm/NPP2523125572.mp3?updated=1713217633
ko-505,505,24,"#24: Bolsonaro radicaliza na reta final, o fim do lulismo e o cenário nos estados",2018-10-25T17:27:00-03:00,Washington Quaquá,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.97,,https://traffic.megaphone.fm/NPP8448544940.mp3?updated=1713217574
ko-493,493,25,"#25: A formação do governo, a guerra contra a imprensa e os dilemas da oposição",2018-11-01T16:50:00-03:00,Wilson Witzel,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Fernando de Barros e Silva,false,true,0.98,,https://traffic.megaphone.fm/NPP9860649739.mp3?updated=1713209337
ko-492,492,26,"#26: O gabinete de Bolsonaro, o novo papel de Moro e o Escola Sem Partido",2018-11-08T16:56:00-02:00,Eike Batista,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.99,,https://traffic.megaphone.fm/NPP1279788846.mp3?updated=1713209212
ko-491,491,27,"#27: Bolsonaro cai no mundo real, a oposição junta os cacos e Doria recruta no governo Temer",2018-11-15T17:21:00-02:00,Otoni de Paula,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,,https://traffic.megaphone.fm/NPP7680697048.mp3?updated=1713209126
ko-490,490,28,"#28: A crise da democracia, lobistas no governo, e o Twitter como Diário Oficial",2018-11-22T16:34:00-02:00,Leonardo Boff,Fernando de Barros e Silva; José Roberto de Toledo; Consuelo Diegues,,false,false,0.98,,https://traffic.megaphone.fm/NPP1432564824.mp3?updated=1713208825
ko-489,489,29,"#29: Onyx no telhado, aumento supremo e o astro Olavo",2018-11-29T16:47:00-02:00,Edson Lobão,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.97,,https://traffic.megaphone.fm/NPP1112489825.mp3?updated=1713208630
ko-487,487,30,"#30: A briga pelo Senado, os generais de Bolsonaro e a política do futebol",2018-12-06T16:51:00-02:00,Hélio Negão,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.96,,https://traffic.megaphone.fm/NPP3919101925.mp3?updated=1713207909
ko-486,486,31,"#31: O escândalo do motorista, o antiministro do Meio Ambiente e o barraco do PSL",2018-12-13T17:07:00-02:00,Flávio Dino,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,https://open.spotify.com/episode/3euKtB3H4L3qT6y8WWPXzS,https://traffic.megaphone.fm/NPP6957997597.mp3?updated=1713207848
ko-485,485,32,"#32: A canetada de Marco Aurélio, o sumiço do Queiroz e a diplomacia de Bolsonaro",2018-12-20T16:55:00-02:00,Sérgio Moro,Fernando de Barros e Silva; Malu Gaspar; Consuelo Diegues,Malu Gaspar,false,true,0.94,https://open.spotify.com/episode/1he3UlHmrByo8Oh9SfRAYV,https://traffic.megaphone.fm/NPP1466326581.mp3?updated=1713207214
ko-484,484,33,"#33: A posse de Bolsonaro, a posse de armas e a dura vida dos estados",2019-01-03T16:46:00-02:00,Djavan,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,https://open.spotify.com/episode/2P80q0HG5NLzzEtsR0x6Nd,https://traffic.megaphone.fm/NPP7132064778.mp3?updated=1713205696
ko-483,483,34,"#34: O bate-cabeça de Bolsonaro, os novos escândalos do governo e a crise no Ceará",2019-01-10T16:57:00-02:00,Eduardo Bolsonaro,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.97,https://open.spotify.com/episode/7EDQHaiIJgunRVPEztGgV5,https://traffic.megaphone.fm/NPP6217868071.mp3?updated=1713205340
ko-482,482,35,"#35: O decreto das armas, o teatro de Witzel e a prisão de Battisti",2019-01-17T16:48:00-02:00,Marco Feliciano,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.96,https://open.spotify.com/episode/10hVKyhAe9uZZQ7rfp17W4,https://traffic.megaphone.fm/NPP3141315938.mp3?updated=1713202766
ko-481,481,36,"#36: Os Bolsonaro e as milícias, o presidente em Davos e a milicolândia",2019-01-24T16:45:00-02:00,Marcos Rocha,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,https://open.spotify.com/episode/6ZgJXR3hGTI7ieuOYscPTp,https://traffic.megaphone.fm/NPP6153377378.mp3?updated=1713198106
ko-480,480,37,#37: A tragédia de Brumadinho; o exílio de Jean Wyllys; e Flávio e os donos do segredo,2019-01-31T17:00:00-02:00,Roberto Requião,Fernando de Barros e Silva; José Roberto de Toledo; Consuelo Diegues,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/1hjDycqsgkpSJU3Eg9jE74,https://traffic.megaphone.fm/NPP5401682833.mp3?updated=1713197849
ko-479,479,38,"#38: Os novos donos do Congresso, as leis de Moro e os escândalos do governo",2019-02-07T16:50:00-02:00,Bia Kicis,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.75,,https://traffic.megaphone.fm/NPP5455366944.mp3?updated=1713197650
ko-478,478,39,"#39: A fritura de Bebianno, a matança no Rio e os inimigos na Amazônia",2019-02-14T17:49:00-02:00,Magno Malta,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.95,https://open.spotify.com/episode/6cXtwhQ277Oq5ZaN17ta9M,https://traffic.megaphone.fm/NPP3986645055.mp3?updated=1713197365
ko-477,477,40,"#40: O BBB de Bebianno, a Previdência de Bolsonaro e o bunker de Paulo Preto",2019-02-21T16:50:00-03:00,Carlos Bolsonaro,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Fernando de Barros e Silva,false,true,0.85,https://open.spotify.com/episode/0TP18laiurxhdlZzSH8jrR,https://traffic.megaphone.fm/NPP1265389648.mp3?updated=1713197223
ko-476,476,41,"#41: O impasse na Venezuela, o hino de Vélez Rodríguez e a confissão de Cabral",2019-02-28T16:49:00-03:00,Luiz Carlos Heinze,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.96,https://open.spotify.com/episode/5lsD7saa2GQRuh0l6OxPWI,https://traffic.megaphone.fm/NPP2831243303.mp3?updated=1713197135
ko-475,475,42,"#42: O caso Marielle avança, Bolsonaro tuíta e olavetes brigam por espaço",2019-03-14T16:30:00-03:00,Carlos Roberto Massa,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.78,https://open.spotify.com/episode/4G4DOicIxdvinzrAj7vEW9,https://traffic.megaphone.fm/NPP3494645429.mp3?updated=1713196830
ko-474,474,43,#43: Viagem à Trumplândia e o troca-troca pela Previdência,2019-03-21T16:50:00-03:00,Major Olímpio,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/3lnnDEy2btu51PX9u1LV4y,https://traffic.megaphone.fm/NPP7740517437.mp3?updated=1713196373
ko-472,472,44,"#44: Congresso desafia Bolsonaro, as últimas olavadas e Temer livre",2019-03-28T16:50:00-03:00,Jandira Feghali,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/03ZJKsvK5bbz9VIfyECuIc,https://traffic.megaphone.fm/NPP3575590051.mp3?updated=1713195791
ko-471,471,45,"#45: O golpe faz aniversário, Bolsonaro vai a Israel e o governo (des) articula a Previdência",2019-04-04T16:50:00-03:00,Geraldo Alckmin,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Fernando de Barros e Silva; José Roberto de Toledo,true,true,0.89,https://open.spotify.com/episode/0vO3pwJusWaYtaIXmSRhgE,https://traffic.megaphone.fm/NPP1503554992.mp3?updated=1713195380
ko-470,470,46,"#46: Os 100 dias de governo, o marasmo na economia e a chuva (de tiros) no Rio",2019-04-11T16:45:00-03:00,Wallace Costa Landim,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.73,https://open.spotify.com/episode/3A2tc8FVwdf0toPoydT2Y8,https://traffic.megaphone.fm/NPP1112139536.mp3?updated=1713195119
ko-469,469,47,"#47: Bolsonaro joga diesel na crise, deputada é ameaçada, e STF embarca na censura",2019-04-18T16:38:00-03:00,Jorge Kajuru,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Rodrigo,Malu Gaspar,false,true,0.79,https://open.spotify.com/episode/5xM6Ae3HsIdXuBqONBhZ3C,https://traffic.megaphone.fm/NPP8156329384.mp3?updated=1713194742
ko-468,468,48,"#48: O avanço da Previdência, os ataques de Carluxo e a redução da pena de Lula",2019-04-25T16:45:00-03:00,Álvaro Dias,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,José Roberto de Toledo,false,true,0.96,https://open.spotify.com/episode/4Ahf9j3qNWtTrKg8ywjNTh,https://traffic.megaphone.fm/NPP9381636345.mp3?updated=1698090760
ko-467,467,49,"#49: O levante na Venezuela, o (des)governo da educação e a entrevista de Lula",2019-05-02T16:51:00-03:00,Paulo Guedes,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.87,https://open.spotify.com/episode/2t5yJNVdPxJdtmsoyKdmHN,https://traffic.megaphone.fm/NPP4694029175.mp3?updated=1713194458
ko-466,466,50,"#50: A ofensiva olavista, a balbúrdia na educação e os tiros de Witzel",2019-05-09T16:45:00-03:00,,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.98,https://open.spotify.com/episode/73ODxZ6MPtAY9Ap4aYGHkZ,https://traffic.megaphone.fm/NPP7709791494.mp3?updated=1713193302
ko-464,464,51,"#51: Moro no STF, o sigilo de Queiroz e Flavio e os protestos contra o governo",2019-05-16T16:45:00-03:00,Boca Aberta,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,José Roberto de Toledo,false,true,0.91,https://open.spotify.com/episode/5Jyh3nbHkMf2MvObCoqlE7,https://traffic.megaphone.fm/NPP4577908578.mp3?updated=1712701921
ko-461,461,53,#53: BolsoNero propõe pacto; o PSDB de Doria; outro massacre em Manaus,2019-05-30T16:45:00-03:00,Carlos Lupi,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.98,https://open.spotify.com/episode/4BDsWk2FwyM8Beg2oGu4zE,https://traffic.megaphone.fm/NPP9193287884.mp3?updated=1712701605
ko-460,460,54,"#54: O trânsito de Bolsonaro, o bate-cabeça da oposição e o elogio da agressão",2019-06-06T16:52:00-03:00,Aloizio Mercadante,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.94,,https://traffic.megaphone.fm/NPP9236456135.mp3?updated=1712701531
ko-459,459,55,"#55: Os vazamentos da Lava Jato, suas consequências, e o meio ambiente no governo Bolsonaro",2019-06-13T16:57:00-03:00,Fred Costa,Fernando de Barros e Silva; Malu Gaspar; Thais Bilenky; Bernardo Esteves,Fernando de Barros e Silva,false,true,0.98,https://open.spotify.com/episode/5lZy7Zx90Hgbi54a5fomGH,https://traffic.megaphone.fm/NPP1494749447.mp3?updated=1712701425
ko-458,458,56,"#56: Moro na berlinda, Santos Cruz e Joaquim Levy no olho da rua",2019-06-20T16:45:00-03:00,Pedro Paulo Carvalho,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/196HbVKxV5pD2FEwAKaaIL,https://traffic.megaphone.fm/NPP8527212713.mp3?updated=1712701090
ko-457,457,57,"#57: Lula fica preso, Bolsonaro sai em campanha e Congresso vai para a ofensiva",2019-06-27T17:00:00-03:00,Romeu Zema,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,Fernando de Barros e Silva,false,true,0.99,https://open.spotify.com/episode/2FQInNfpR8WiDeuzmFTwLz,https://traffic.megaphone.fm/NPP2139214613.mp3?updated=1712700951
ko-456,456,58,"#58: A votação da Previdência, Moro nas ruas e o ambiente pós-acordo Mercosul-UE",2019-07-04T16:45:00-03:00,Rodrigo Amorim,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Thais Bilenky,false,true,0.99,https://open.spotify.com/episode/1N1vvOi0piBN78DC5HCn5D,https://traffic.megaphone.fm/NPP9032279775.mp3?updated=1712700809
ko-455,455,59,"#59: A popularidade de Bolsonaro, o Congresso após a Previdência e o espólio de Moro",2019-07-11T16:45:00-03:00,Cabo Daciolo,Fernando de Barros e Silva; José Roberto de Toledo; Consuelo Diegues,Fernando de Barros e Silva,false,true,0.97,https://open.spotify.com/episode/32lHmah1hvHnqxVWRYfmYP,https://traffic.megaphone.fm/NPP1516540463.mp3?updated=1712700394
ko-454,454,60,"#60: A canetada de Toffoli, a chapa de Eduardo e o cachê de Dallagnol",2019-07-18T16:45:00-03:00,Carla Zambelli,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,Thais Bilenky,false,true,0.99,https://open.spotify.com/episode/0iCVqKPaJb7TMXN2DxzdrM,https://traffic.megaphone.fm/NPP2215728477.mp3?updated=1712700260
ko-453,453,61,"#61: Três vezes Bolsonaro: Nordeste, mentiras e Lava Jato",2019-07-25T16:45:00-03:00,Silvio Santos,Fernando de Barros e Silva; José Roberto de Toledo; Thais Bilenky,,false,false,0.95,https://open.spotify.com/episode/2AnAcUWmxjWVbtxyrt0cRB,https://traffic.megaphone.fm/NPP1961269012.mp3?updated=1712700157
ko-452,452,62,"#62: A Amazônia na mira, o  massacre no Pará e a língua de Bolsonaro",2019-08-01T16:45:00-03:00,Alexandre Garcia,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo; Bernardo Esteves,Malu Gaspar,false,true,0.99,https://open.spotify.com/episode/1g07nBJlOTX1NayIwkcvSd,https://traffic.megaphone.fm/NPP5564669785.mp3?updated=1712700029
ko-451,451,63,"#63: A grande família Bolsonaro, o Congresso e os impostos, o STF contra a Lava Jato",2019-08-08T16:45:00-03:00,Luiz Henrique Mandetta,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,José Roberto de Toledo,false,true,0.99,https://open.spotify.com/episode/3oT0pQtJAdxzXwD5jeNDMt,https://traffic.megaphone.fm/NPP7872737033.mp3?updated=1712699927
ko-450,450,64,"#64: A fritura de Moro, a expulsão de Frota e o acordo de Itaipu",2019-08-15T16:45:00-03:00,Rui Costa,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,José Roberto de Toledo,false,true,0.98,https://open.spotify.com/episode/0fnEvtW0H6MjbEh8BLwaSP,https://traffic.megaphone.fm/NPP3510731805.mp3?updated=1712699685
ko-448,448,65,"#65: O sequestro do ônibus, o aparelhamento bolsonarista e a desigualdade brasileira",2019-08-22T16:48:00-03:00,Renan Filho,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,José Roberto de Toledo; Malu Gaspar,true,true,0.96,https://open.spotify.com/episode/5LWHLN1sGlEC7WO4SUFJrq,https://traffic.megaphone.fm/NPP7885356628.mp3?updated=1712699411
ko-447,447,66,"#66: Bolsonaro sai chamuscado, Macron parte para cima e Moro arde na fogueira",2019-08-29T16:45:00-03:00,Gretchen,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.98,https://open.spotify.com/episode/1nIm9O1KJqIyBC7ux0HJqP,https://traffic.megaphone.fm/NPP7958245608.mp3?updated=1712699340
ko-446,446,67,"#67: A rejeição de Bolsonaro, o desmonte da ciência e a barbárie brasileira",2019-09-05T16:45:00-03:00,Chris Tonietto,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.98,https://open.spotify.com/episode/4BttSDbxGTyxOufqKrPU1Z,https://traffic.megaphone.fm/NPP2830987574.mp3?updated=1712698718
ko-445,445,68,"#68: Censura na Bienal, segredos da Lava Jato e um retrato da violência brasileira",2019-09-12T16:57:00-03:00,Delcídio do Amaral,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.98,https://open.spotify.com/episode/0ydLGeBdIgoGAgAJx0uAn2,https://traffic.megaphone.fm/NPP9687906326.mp3?updated=1712698640
ko-444,444,69,"#69: O racha no bolsonarismo, as derrotas do Posto Ipiranga e a farra do fundo eleitoral",2019-09-19T16:45:00-03:00,Nelson Barbudo,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.81,https://open.spotify.com/episode/025ECqALQzFzmNVV1am1ki,https://traffic.megaphone.fm/NPP1270436178.mp3?updated=1712698524
ko-442,442,70,"#70: Bolsonaro na ONU, o impeachment de Trump e a morte de Ágatha",2019-09-26T16:45:00-03:00,Paulo Pimenta,Fernando de Barros e Silva; José Roberto de Toledo; Malu Gaspar,,false,false,0.77,https://open.spotify.com/episode/2QOEg9a2B6bAE9BNPQ0JbZ,https://traffic.megaphone.fm/NPP7228596271.mp3?updated=1712698464
ko-441,441,71,"#71: Janot e o acordão, #Lulapreso e a p*rra das árvores",2019-10-03T16:45:00-03:00,Joice Hasselmann,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.98,https://open.spotify.com/episode/2syXkwdv6EtvstwoYuCLzF,https://traffic.megaphone.fm/NPP7527681238.mp3?updated=1712698391
ko-439,439,72,"#72: Bolsonaro contra o PSL, o governo contra a imprensa, e o Sínodo pela Amazônia",2019-10-10T16:45:00-03:00,João Pedro Stedile,Malu Gaspar; José Roberto de Toledo; Thais Bilenky,,false,false,0.98,https://open.spotify.com/episode/0xWITnEbUGc43nDELdZ9jh,https://traffic.megaphone.fm/NPP1043020540.mp3?updated=1712698208
ko-438,438,73,"#73: Autofagia no governo, crise na oposição e o óleo nas praias do Nordeste",2019-10-17T16:46:00-03:00,Felipe Francischini,Malu Gaspar; José Roberto de Toledo; Rafael Cariello; Thais Bilenky; Bernardo Esteves,José Roberto de Toledo,false,true,0.96,https://open.spotify.com/episode/0ydJfdEOzmW1bKF2NRrULI,https://traffic.megaphone.fm/NPP6974514912.mp3?updated=1712698123
ko-437,437,74,"#74: A disputa pelo PSL, a catimba do STF e a América Latina em convulsão",2019-10-24T16:45:00-03:00,Abraham Weintraub,José Roberto de Toledo; Malu Gaspar; Thais Bilenky; Fábio Victor,Malu Gaspar,false,true,0.93,https://open.spotify.com/episode/3LMhkSeosdIZ0r816J1T2v,https://traffic.megaphone.fm/NPP4914383154.mp3?updated=1712698007
ko-436,436,75,"#75: Bolsonaro e o porteiro, a esquerda vence na Argentina e o óleo se espalha pelo NE",2019-10-31T16:45:00-03:00,Roberto Jefferson,Malu Gaspar; José Roberto de Toledo; Alain de Abreu; Fábio Victor; Bernardo Esteves,,false,false,0.97,https://open.spotify.com/episode/1WZIxUhvWqelTNmxfkAclG,https://traffic.megaphone.fm/NPP7339254834.mp3?updated=1712697910
ko-435,435,76,"#76: O mistério da casa 58, o golpismo bolsonarista e o pacote de Paulo Guedes",2019-11-07T16:49:00-03:00,Alexandre Kalil,Malu Gaspar; José Roberto de Toledo; Thais Bilenky,Thais Bilenky,false,true,0.99,https://open.spotify.com/episode/3naiTLoPS2uiX810uDcVDq,https://traffic.megaphone.fm/NPP2660883164.mp3?updated=1712697541
ko-434,434,77,"#77: Lula solto, crise na Bolívia e o novo partido de Bolsonaro",2019-11-14T16:45:00-03:00,Henrique Meirelles,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,,false,false,0.97,https://open.spotify.com/episode/0VUg4OIcGkvuBl3DtjIKmD,https://traffic.megaphone.fm/NPP1371605447.mp3?updated=1712695817
ko-433,433,78,"#78: Desmatamento em alta, a taxação dos desempregados e o vandalismo na Câmara",2019-11-21T16:45:00-03:00,Antonio Anastasia,Fernando de Barros e Silva; Malu Gaspar; José Roberto de Toledo,Malu Gaspar,false,true,0.98,https://open.spotify.com/episode/6AwelWwB3c3EHfQpiy5KIj,https://traffic.megaphone.fm/NPP2889537055.mp3?updated=1712695756
